date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-06-23,EXR,147.76,6,10,0,3,🟢 강세,상승추세,141.72,-4.09,159.84,8.18,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+12.8) / OBV상승(1.51x) / ADX강세(27.1),없음,A,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+12.8) / OBV상승(1.51x) / ADX강세(27.1),🔴 위험,0.55,True,⭐⭐,27.1,3,현금<총부채 / 매출채권↑>매출↑ / 단기부채>현금,8,🔥 최우선,시총:중형 $32.6B ⭐ / PEG:6.31 (고평가) / PSR:9.37 ⭐ (섹터 적정) / PER:33.1 ⭐ (섹터 적정) / ForwardPER:31.1 ⭐ (섹터 적정) / PER개선:Trailing 33.1 → Forward 31.1 ⭐ (이익개선) / EPS성장:+14.0% ⭐ / OPM:44.1% (▲1.1%p) ⭐ / 목표주가:$156 (▲5.4%) / 내부자:순매수 ⭐ / IV:IV 27.8% (저변동성) / PCR:PCR 0.14 (낙관적/과열주의),,87,IV 27.8% (저변동성),PCR 0.14 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,REIT - Industrial
2026-06-23,ABBV,234.76,5,9,1,3,🟢 강세,혼조,221.61,-5.6,261.07,11.21,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+19.6) / OBV상승(1.16x),BB상단(1.07),C,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+19.6) / OBV상승(1.16x),🔴 위험,-0.12,True,⭐,22.4,5,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓ / 단기부채>현금 / 자본잠식,10,🔥 최우선,시총:대형 $414.8B / PEG:0.63 ⭐⭐⭐ (성장대비 저평가) / PSR:6.60 ⭐ (섹터 적정) / PER:114.5 (섹터 고평가) / ForwardPER:14.5 ⭐⭐ (섹터 저평가) / PER개선:Trailing 114.5 → Forward 14.5 ⭐ (이익개선) / EPS성장:-1.2% / OPM:32.8% (▲11.7%p) ⭐⭐ / 목표주가:$254 (▲8.1%) / 내부자:순매수 ⭐ / IV:IV 30.7% (보통) / PCR:PCR 0.09 (낙관적/과열주의),,87,IV 30.7% (보통),PCR 0.09 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Drug Manufacturers - General
2026-06-23,FRT,123.68,5,9,0,3,🟢 강세,상승추세,119.53,-3.36,131.98,6.71,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+9.9) / ADX강세(37.1),없음,A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+9.9) / ADX강세(37.1),⚠ 주의,0.17,True,⭐,37.1,2,현금<총부채 / 우선주존재,8,🔥 최우선,시총:중형 $10.8B ⭐ / PEG:3.59 (고평가) / PSR:8.19 ⭐ (섹터 적정) / PER:21.4 ⭐ (섹터 적정) / ForwardPER:39.8 (섹터 고평가) / EPS성장:+39.2% ⭐⭐⭐ / OPM:35.9% (▲1.1%p) ⭐ / 목표주가:$126 (▲1.7%) / 내부자:순매수 ⭐ / IV:IV 16.9% (저변동성) / PCR:PCR 0.23 (낙관적/과열주의),,87,IV 16.9% (저변동성),PCR 0.23 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,REIT - Retail
2026-06-23,GD,350.34,5,9,1,3,🟢 강세,상승추세,334.23,-4.6,382.55,9.19,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+6.1) / ADX강세(28.4),MACD 음전환,A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+6.1) / ADX강세(28.4),⚠ 주의,0.22,True,⭐,28.4,1,현금<총부채,9,🔥 최우선,시총:중형 $94.7B ⭐ / PEG:2.55 (고평가) / PSR:1.76 ⭐ (섹터 적정) / PER:22.0 ⭐ (섹터 적정) / ForwardPER:19.3 ⭐ (섹터 적정) / PER개선:Trailing 22.0 → Forward 19.3 ⭐ (이익개선) / EPS성장:+11.3% ⭐ / OPM:10.2% (▲0.1%p) ⭐ / 목표주가:$393 (▲12.2%) ⭐ / 내부자:순매수 ⭐ / IV:IV 26.9% (저변동성) / PCR:PCR 0.68 (중립),,87,IV 26.9% (저변동성),PCR 0.68 (중립),False,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-06-23,LLY,1107.08,5,9,0,3,🟢 강세,혼조,1046.89,-5.44,1227.46,10.87,2.0,구름대 위 / RSI 상향돌파 / Stoch GC(K=25) / RSI상승기울기(+12.5) / ADX강세(27.9),없음,C,구름대 위 / RSI 상향돌파 / Stoch GC(K=25) / RSI상승기울기(+12.5) / ADX강세(27.9),🔴 위험,0.57,True,⭐,27.9,3,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓,10,🔥 최우선,시총:대형 $987.2B / PEG:1.48 ⭐ (적정) / PSR:13.66 (섹터 고평가) / PER:39.4 (섹터 고평가) / ForwardPER:24.9 ⭐ (섹터 적정) / PER개선:Trailing 39.4 → Forward 24.9 ⭐ (이익개선) / EPS성장:+94.9% ⭐⭐⭐ / OPM:45.6% (▲7.7%p) ⭐⭐ / 목표주가:$1219 (▲10.1%) ⭐ / 내부자:순매수 ⭐ / IV:IV 39.9% (보통) / PCR:PCR 0.77 (중립),,87,IV 39.9% (보통),PCR 0.77 (중립),False,🟢 정상 구간,정상 시장 환경,Drug Manufacturers - General
2026-06-23,UAL,121.55,6,9,1,3,🟢 강세,상승추세,111.23,-8.49,142.18,16.97,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+10.9) / OBV상승(1.16x) / ADX강세(40.4),BB상단(0.91),A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+10.9) / OBV상승(1.16x) / ADX강세(40.4),⚠ 주의,2.37,True,⭐,40.4,1,현금<총부채,5,⭐ 유망,시총:중형 $39.5B ⭐ / PEG:6.50 (고평가) / PSR:0.65 (섹터 고평가) / PER:10.9 ⭐ (섹터 적정) / ForwardPER:8.5 ⭐ (섹터 적정) / PER개선:Trailing 10.9 → Forward 8.5 ⭐ (이익개선) / EPS성장:6.5% / OPM:8.4% (▼0.7%p) / 목표주가:$132 (▲9.0%) / 내부자:순매수 ⭐ / IV:⚠ IV 57.4% (고변동성) / PCR:PCR 1.01 (비관적),,87,⚠ IV 57.4% (고변동성),PCR 1.01 (비관적),True,🟢 정상 구간,정상 시장 환경,Airlines
2026-06-23,DAL,86.72,5,9,1,3,🟢 강세,상승추세,80.93,-6.68,98.3,13.35,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+10.1) / OBV상승(0.88x) / ADX강세(37.9),BB상단(1.01),A,구름대 위 / MA 정배열 / RSI상승기울기(+10.1) / OBV상승(0.88x) / ADX강세(37.9),⚠ 주의,1.7,True,⭐,37.9,1,현금<총부채,11,🔥 최우선,시총:중형 $57.0B ⭐ / PEG:0.21 ⭐⭐⭐ (성장대비 저평가) / PSR:0.87 (섹터 고평가) / PER:12.7 ⭐ (섹터 적정) / ForwardPER:10.8 ⭐ (섹터 적정) / PER개선:Trailing 12.7 → Forward 10.8 ⭐ (이익개선) / EPS성장:+44.8% ⭐⭐⭐ / OPM:9.2% (▼0.5%p) / 목표주가:$83 (▲-4.3%) / 내부자:순매수 ⭐ / IV:IV 42.6% (보통) / PCR:PCR 0.82 (중립),,87,IV 42.6% (보통),PCR 0.82 (중립),False,🟢 정상 구간,정상 시장 환경,Airlines
2026-06-23,D,68.45,5,8,0,3,🟡 중립,완전상승,66.05,-3.51,73.26,7.03,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+5.4) / OBV상승(1.10x) / ADX강세(35.6),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+5.4) / OBV상승(1.10x) / ADX강세(35.6),🔴 위험,-0.04,True,,35.6,4,현금<총부채 / 매출채권↑>매출↑ / 단기부채>현금 / 우선주존재,11,🔥 최우선,시총:중형 $60.2B ⭐ / PEG:2.97 (고평가) / PSR:3.45 ⭐ (섹터 적정) / PER:20.2 ⭐ (섹터 적정) / ForwardPER:17.9 ⭐ (섹터 적정) / PER개선:Trailing 20.2 → Forward 17.9 ⭐ (이익개선) / EPS성장:+47.4% ⭐⭐⭐ / OPM:29.9% (▲3.3%p) ⭐⭐ / 목표주가:$69 (▲1.0%) / 내부자:순매수 ⭐ / IV:IV 27.3% (저변동성) / PCR:PCR 1.94 (비관적),,87,IV 27.3% (저변동성),PCR 1.94 (비관적),False,🟢 정상 구간,정상 시장 환경,Utilities - Regulated Electric
2026-06-23,SPG,216.74,5,8,0,3,🟢 강세,상승추세,208.11,-3.98,233.99,7.96,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+7.8) / OBV상승(1.21x) / ADX강세(30.9),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+7.8) / OBV상승(1.21x) / ADX강세(30.9),⚠ 주의,0.28,True,,30.9,2,현금<총부채 / 우선주존재,6,⭐ 유망,시총:중형 $82.4B ⭐ / PEG:4.58 (고평가) / PSR:12.39 (섹터 고평가) / PER:15.1 ⭐ (섹터 적정) / ForwardPER:32.1 (섹터 고평가) / EPS성장:+95.2% ⭐⭐⭐ / OPM:49.9% (▼2.0%p) / 목표주가:$215 (▲-0.7%) / 내부자:순매수 ⭐ / IV:IV 22.7% (저변동성) / PCR:PCR 0.55 (중립),,87,IV 22.7% (저변동성),PCR 0.55 (중립),False,🟢 정상 구간,정상 시장 환경,REIT - Retail
2026-06-23,EQIX,1115.93,5,8,1,3,🟢 강세,상승추세,1062.9,-4.75,1221.99,9.5,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+7.0) / OBV상승(1.09x) / ADX강세(31.6),BB상단(1.01),A,구름대 위 / MA 정배열 / RSI상승기울기(+7.0) / OBV상승(1.09x) / ADX강세(31.6),⚠ 주의,0.48,True,,31.6,1,현금<총부채,6,⭐ 유망,시총:대형 $110.1B / PEG:3.66 (고평가) / PSR:11.55 ⭐ (섹터 적정) / PER:76.9 (섹터 고평가) / ForwardPER:58.1 (섹터 고평가) / PER개선:Trailing 76.9 → Forward 58.1 ⭐ (이익개선) / EPS성장:+65.6% ⭐⭐⭐ / OPM:21.3% (▼2.8%p) / 목표주가:$1197 (▲7.3%) / 내부자:순매수 ⭐ / IV:IV 31.6% (보통) / PCR:PCR 0.8 (중립),,87,IV 31.6% (보통),PCR 0.8 (중립),False,🟢 정상 구간,정상 시장 환경,REIT - Specialty
