date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-06-22,VRTX,466.79,6,10,1,3,🟢 강세,혼조,441.23,-5.48,517.91,10.95,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+8.0) / OBV상승(3.75x) / ADX강세(25.5),BB상단(1.09),C,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+8.0) / OBV상승(3.75x) / ADX강세(25.5),⚠ 주의,0.47,True,⭐⭐,25.5,2,매출채권↑>매출↑ / 재고↑이익↓,12,🔥 최우선,시총:대형 $118.5B / PEG:1.70 ⭐ (적정) / PSR:9.70 ⭐ (섹터 적정) / PER:27.7 ⭐ (섹터 적정) / ForwardPER:21.7 ⭐ (섹터 적정) / PER개선:Trailing 27.7 → Forward 21.7 ⭐ (이익개선) / EPS성장:+838.1% ⭐⭐⭐ / OPM:37.9% (▲40.1%p) ⭐⭐ / 목표주가:$549 (▲17.5%) ⭐ / 내부자:순매수 ⭐ / IV:IV 31.1% (보통) / PCR:PCR 0.91 (중립),,88,IV 31.1% (보통),PCR 0.91 (중립),False,🟢 정상 구간,정상 시장 환경,Biotechnology
2026-06-22,PPG,118.92,5,9,0,3,🟢 강세,상승추세,111.94,-5.87,132.89,11.75,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.3) / OBV상승(2.35x) / ADX강세(26.7),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+4.3) / OBV상승(2.35x) / ADX강세(26.7),⚠ 주의,1.42,True,⭐,26.7,2,현금<총부채 / 매출채권↑>매출↑,11,🔥 최우선,시총:중형 $26.5B ⭐ / PEG:1.80 ⭐ (적정) / PSR:1.64 ⭐ (섹터 적정) / PER:17.0 ⭐ (섹터 적정) / ForwardPER:13.7 ⭐⭐ (섹터 저평가) / PER개선:Trailing 17.0 → Forward 13.7 ⭐ (이익개선) / EPS성장:+41.2% ⭐⭐⭐ / OPM:13.7% (▼0.8%p) / 목표주가:$123 (▲3.4%) / 내부자:순매수 ⭐ / IV:IV 40.3% (보통) / PCR:PCR 0.15 (낙관적/과열주의),,88,IV 40.3% (보통),PCR 0.15 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Specialty Chemicals
2026-06-22,KEYS,373.34,5,9,1,3,🟢 강세,완전상승,346.15,-7.28,427.72,14.57,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+13.3) / OBV상승(1.05x) / ADX강세(25.8),BB상단(1.09),C,구름대 위 / MA 정배열 / RSI상승기울기(+13.3) / OBV상승(1.05x) / ADX강세(25.8),⚠ 주의,1.54,True,⭐,25.8,1,현금<총부채,8,🔥 최우선,시총:중형 $63.8B ⭐ / PEG:1.57 ⭐ (적정) / PSR:10.48 (섹터 고평가) / PER:60.0 (섹터 고평가) / ForwardPER:31.5 ⭐ (섹터 적정) / PER개선:Trailing 60.0 → Forward 31.5 ⭐ (이익개선) / EPS성장:+38.4% ⭐⭐⭐ / OPM:16.3% (▼0.4%p) / 목표주가:$383 (▲2.6%) / 내부자:순매수 ⭐ / IV:IV 47.7% (보통) / PCR:PCR 0.87 (중립),,88,IV 47.7% (보통),PCR 0.87 (중립),False,🟢 정상 구간,정상 시장 환경,Scientific & Technical Instruments
2026-06-22,DAL,85.92,5,9,1,3,🟢 강세,완전상승,80.07,-6.81,97.62,13.62,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+9.3) / ADX강세(36.3),BB상단(0.98),A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+9.3) / ADX강세(36.3),⚠ 주의,1.75,True,⭐,36.3,1,현금<총부채,11,🔥 최우선,시총:중형 $56.4B ⭐ / PEG:0.21 ⭐⭐⭐ (성장대비 저평가) / PSR:0.87 (섹터 고평가) / PER:12.5 ⭐ (섹터 적정) / ForwardPER:10.7 ⭐ (섹터 적정) / PER개선:Trailing 12.5 → Forward 10.7 ⭐ (이익개선) / EPS성장:+44.8% ⭐⭐⭐ / OPM:9.2% (▼0.5%p) / 목표주가:$82 (▲-4.5%) / 내부자:순매수 ⭐ / IV:IV 47.1% (보통) / PCR:PCR 0.61 (중립),,88,IV 47.1% (보통),PCR 0.61 (중립),False,🟢 정상 구간,정상 시장 환경,Airlines
2026-06-22,BIIB,199.71,5,9,1,3,🟢 강세,혼조,187.14,-6.29,224.84,12.58,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+5.8),거래량급증+음봉(1.5x),C,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+5.8),⚠ 주의,0.0,True,⭐,10.0,1,현금<총부채,10,🔥 최우선,시총:중형 $29.5B ⭐ / PEG:3.94 (고평가) / PSR:2.97 ⭐⭐ (섹터 저평가) / PER:21.5 ⭐ (섹터 적정) / ForwardPER:12.0 ⭐⭐ (섹터 저평가) / PER개선:Trailing 21.5 → Forward 12.0 ⭐ (이익개선) / EPS성장:-20.8% / OPM:25.0% (▲1.4%p) ⭐ / 목표주가:$220 (▲10.3%) ⭐ / 내부자:순매수 ⭐ / IV:IV 38.0% (보통) / PCR:PCR 0.68 (중립),,88,IV 38.0% (보통),PCR 0.68 (중립),False,🟢 정상 구간,정상 시장 환경,Drug Manufacturers - General
2026-06-22,COHR,425.48,5,9,1,3,🟢 강세,완전상승,350.13,-17.71,576.17,35.42,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+9.0) / OBV상승(1.04x),BB상단(0.92),C,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+9.0) / OBV상승(1.04x),⚠ 주의,3.25,True,⭐,18.8,2,현금<총부채 / 우선주존재,9,🔥 최우선,시총:중형 $83.2B ⭐ / PEG:0.92 ⭐⭐⭐ (성장대비 저평가) / PSR:12.61 (섹터 고평가) / PER:202.6 (섹터 고평가) / ForwardPER:52.0 (섹터 고평가) / PER개선:Trailing 202.6 → Forward 52.0 ⭐ (이익개선) / EPS성장:+131.6% ⭐⭐⭐ / OPM:9.2% (▲6.6%p) ⭐ (개선중) / 목표주가:$384 (▲-9.6%) / 내부자:순매수 ⭐ / IV:🚨 IV 102.3% (극고변동성) / PCR:PCR 0.63 (중립),,88,🚨 IV 102.3% (극고변동성),PCR 0.63 (중립),True,🟢 정상 구간,정상 시장 환경,Scientific & Technical Instruments
2026-06-22,MAS,73.58,6,9,0,3,🟢 강세,완전상승,68.99,-6.24,82.75,12.46,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+8.3) / OBV상승(0.70x) / ADX강세(27.2),없음,A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+8.3) / OBV상승(0.70x) / ADX강세(27.2),⚠ 주의,1.4,True,⭐,27.2,2,현금<총부채 / 자본잠식,7,⭐ 유망,시총:중형 $14.8B ⭐ / PEG:1.88 ⭐ (적정) / PSR:1.93 ⭐ (섹터 적정) / PER:18.2 ⭐ (섹터 적정) / ForwardPER:15.6 ⭐ (섹터 적정) / PER개선:Trailing 18.2 → Forward 15.6 ⭐ (이익개선) / EPS성장:-1.5% / OPM:16.6% (▼0.8%p) / 목표주가:$81 (▲9.8%) / 내부자:순매수 ⭐ / IV:IV 36.7% (보통) / PCR:PCR 0.41 (낙관적/과열주의),,88,IV 36.7% (보통),PCR 0.41 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Building Products & Equipment
2026-06-22,MET,87.56,5,8,0,3,🟡 중립,상승추세,83.64,-4.48,95.41,8.97,2.0,구름대 위 / MA 정배열 / Stoch GC(K=35) / RSI상승기울기(+5.1) / ADX강세(34.8),없음,D,구름대 위 / MA 정배열 / Stoch GC(K=35) / RSI상승기울기(+5.1) / ADX강세(34.8),⚠ 주의,0.65,True,,34.8,1,매출채권↑>매출↑,9,🔥 최우선,시총:중형 $56.3B ⭐ / PEG:0.45 ⭐⭐⭐ (성장대비 저평가) / PSR:0.73 ⭐ (섹터 적정) / PER:16.9 (섹터 고평가) / ForwardPER:8.0 ⭐⭐ (섹터 저평가) / PER개선:Trailing 16.9 → Forward 8.0 ⭐ (이익개선) / EPS성장:-23.7% / OPM:7.6% (▼1.9%p) / 목표주가:$92 (▲5.1%) / 내부자:순매수 ⭐ / IV:IV 24.4% (저변동성) / PCR:PCR 0.81 (중립),,88,IV 24.4% (저변동성),PCR 0.81 (중립),False,🟢 정상 구간,정상 시장 환경,Insurance - Life
2026-06-22,TGT,129.73,5,8,0,3,⚪ 관망,장기강세,121.44,-6.39,146.32,12.79,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+11.8) / OBV상승(0.94x),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+11.8) / OBV상승(0.94x),⚠ 주의,0.37,True,,23.1,2,현금<총부채 / 매출채권↑>매출↑,8,🔥 최우선,시총:중형 $58.9B ⭐ / PEG:2.43 (고평가) / PSR:0.55 ⭐ (섹터 적정) / PER:17.1 ⭐⭐ (섹터 저평가) / ForwardPER:14.6 ⭐⭐ (섹터 저평가) / PER개선:Trailing 17.1 → Forward 14.6 ⭐ (이익개선) / EPS성장:-9.4% / OPM:4.9% (▼0.3%p) / 목표주가:$132 (▲1.9%) / 내부자:순매수 ⭐ / IV:IV 34.3% (보통) / PCR:PCR 0.53 (중립),,88,IV 34.3% (보통),PCR 0.53 (중립),False,🟢 정상 구간,정상 시장 환경,Discount Stores
2026-06-22,CMI,724.93,5,8,1,3,🟢 강세,완전상승,673.42,-7.11,827.95,14.21,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+7.7) / OBV상승(1.06x) / ADX강세(29.6),BB상단(1.02),A,구름대 위 / MA 정배열 / RSI상승기울기(+7.7) / OBV상승(1.06x) / ADX강세(29.6),⚠ 주의,1.75,True,,29.6,1,현금<총부채,5,⭐ 유망,시총:대형 $100.0B / PEG:1.72 ⭐ (적정) / PSR:2.95 ⭐ (섹터 적정) / PER:37.6 (섹터 고평가) / ForwardPER:21.4 ⭐ (섹터 적정) / PER개선:Trailing 37.6 → Forward 21.4 ⭐ (이익개선) / EPS성장:-28.0% / OPM:11.5% (▼1.6%p) / 목표주가:$744 (▲2.7%) / 내부자:순매수 ⭐ / IV:IV 42.2% (보통) / PCR:PCR 1.37 (비관적),,88,IV 42.2% (보통),PCR 1.37 (비관적),False,🟢 정상 구간,정상 시장 환경,Specialty Industrial Machinery
